customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,first_purchase,last_purchase,lifespan_days,avg_purchase_value,lifespan_years,purchases_per_year,estimated_clv
CUST_00036,307,1,38.7,3,1,1,311,Need Attention,2024-02-29,2024-02-29,0,38.7,0.08213552361396304,12.175,1413.52
CUST_00037,67,7,1158.16,4,2,3,423,Potential Loyalists,2023-09-21,2024-10-26,401,165.45142857142858,1.0978781656399725,6.3759351620947635,3164.72
CUST_00038,54,9,1265.5900000000001,4,3,3,433,Potential Loyalists,2023-11-27,2024-11-08,347,140.62111111111113,0.9500342231348392,9.473342939481267,3996.46
CUST_00039,726,5,931.45,1,2,2,122,Hibernating,2022-04-26,2023-01-06,255,186.29000000000002,0.6981519507186859,7.161764705882352,4002.5
CUST_00040,603,22,3269.79,1,5,4,154,Cannot Lose Them,2022-03-19,2023-05-09,416,148.62681818181818,1.1389459274469542,19.316105769230766,8612.67
CUST_00041,707,3,221.14,1,1,1,111,Hibernating,2022-07-07,2023-01-25,202,73.71333333333332,0.5530458590006845,5.4245049504950495,1199.58
CUST_00042,449,9,697.44,2,3,2,232,At Risk,2022-10-16,2023-10-10,359,77.49333333333334,0.9828884325804244,9.156685236768803,2128.75
CUST_00043,534,22,5509.96,1,5,5,155,Cannot Lose Them,2022-04-19,2023-07-17,454,250.4527272727273,1.242984257357974,17.69933920704846,13298.54
CUST_00044,664,1,10.75,1,1,1,111,Hibernating,2023-03-09,2023-03-09,0,10.75,0.08213552361396304,12.175,392.64
CUST_00045,20,26,4674.1,5,5,5,555,Champions,2023-09-16,2024-12-12,453,179.77307692307693,1.2402464065708418,20.9635761589404,11306.06
CUST_00046,282,3,176.65,3,1,1,311,Need Attention,2023-04-27,2024-03-25,333,58.88333333333333,0.9117043121149897,3.290540540540541,581.27
CUST_00047,603,7,898.6999999999999,1,2,2,122,Hibernating,2022-03-31,2023-05-09,404,128.38571428571427,1.106091718001369,6.328589108910891,2437.5
CUST_00048,260,7,1099.28,3,2,3,323,Need Attention,2023-03-19,2024-04-16,394,157.04,1.0787132101300478,6.489213197969543,3057.2
CUST_00049,571,27,4821.1,1,5,5,155,Cannot Lose Them,2022-04-08,2023-06-10,428,178.55925925925928,1.1718001368925393,23.041471962616825,12342.8
CUST_00050,475,13,1689.79,2,4,3,243,Loyal Customers,2022-07-10,2023-09-14,431,129.98384615384614,1.1800136892539357,11.016821345707656,4296.03
CUST_00051,473,10,1239.6000000000001,2,3,3,233,At Risk,2022-03-29,2023-09-16,536,123.96000000000001,1.4674880219028064,6.814365671641791,2534.13
CUST_00052,297,29,5256.2,3,5,5,355,Loyal Customers,2022-09-13,2024-03-10,544,181.24827586206897,1.4893908281998631,19.47104779411765,10587.28
CUST_00053,353,1,28.27,2,1,1,211,Hibernating,2024-01-14,2024-01-14,0,28.27,0.08213552361396304,12.175,1032.56
CUST_00054,429,2,392.44,2,1,1,211,Hibernating,2023-06-10,2023-10-30,142,196.22,0.3887748117727584,5.144366197183098,3028.28
CUST_00055,457,9,1060.88,2,3,3,233,At Risk,2022-12-06,2023-10-02,300,117.87555555555556,0.8213552361396304,10.957500000000001,3874.86
CUST_00056,102,24,4373.75,4,5,5,455,Champions,2023-08-30,2024-09-21,388,182.23958333333334,1.0622861054072552,22.592783505154642,12351.9
CUST_00057,592,3,257.71000000000004,1,1,1,111,Hibernating,2022-09-07,2023-05-20,255,85.90333333333335,0.6981519507186859,4.297058823529412,1107.4
CUST_00058,13,9,1838.4,5,3,4,534,Potential Loyalists,2024-03-12,2024-12-19,282,204.26666666666668,0.7720739219712526,11.65691489361702,7143.36
CUST_00059,567,2,593.45,1,1,2,112,Hibernating,2022-12-26,2023-06-14,170,296.725,0.4654346338124572,4.297058823529412,3825.13
CUST_00060,40,10,1634.45,5,3,3,533,Potential Loyalists,2023-12-07,2024-11-22,351,163.445,0.9609856262833676,10.405982905982906,5102.42
CUST_00061,34,5,417.26,5,2,2,522,Potential Loyalists,2024-03-11,2024-11-28,262,83.452,0.7173169062286106,6.970419847328245,1745.09
CUST_00062,53,5,544.51,4,2,2,422,Potential Loyalists,2024-02-08,2024-11-09,275,108.902,0.7529089664613279,6.640909090909091,2169.62
CUST_00063,4,29,4971.57,5,5,5,555,Champions,2023-06-10,2024-12-28,567,171.43344827586205,1.5523613963039014,18.681216931216934,9607.76
CUST_00064,406,9,1901.75,2,3,4,234,Cannot Lose Them,2022-12-24,2023-11-22,333,211.30555555555554,0.9117043121149897,9.871621621621623,6257.79
CUST_00065,260,10,765.69,3,3,2,332,Need Attention,2022-09-21,2024-04-16,573,76.569,1.568788501026694,6.37434554973822,1464.23
CUST_00066,18,35,7055.42,5,5,5,555,Champions,2022-11-18,2024-12-14,757,201.58342857142858,2.0725530458590007,16.887384412153235,10212.65
CUST_00067,354,11,2551.59,2,4,4,244,Cannot Lose Them,2022-11-11,2024-01-13,428,231.96272727272728,1.1718001368925393,9.387266355140188,6532.49
CUST_00068,484,32,6886.030000000001,2,5,5,255,Cannot Lose Them,2022-03-07,2023-09-05,547,215.18843750000002,1.4976043805612593,21.36745886654479,13794.09
CUST_00069,93,2,213.12,4,1,1,411,New Customers,2024-06-24,2024-09-30,98,106.56,0.2683093771389459,7.454081632653061,2382.92
CUST_00070,595,3,138.75,1,1,1,111,Hibernating,2022-10-22,2023-05-17,207,46.25,0.5667351129363449,5.293478260869565,734.47
CUST_00071,855,2,168.70999999999998,1,1,1,111,Hibernating,2022-06-04,2022-08-30,87,84.35499999999999,0.23819301848049282,8.39655172413793,2124.87
CUST_00072,24,23,4549.97,5,5,5,555,Champions,2023-09-19,2024-12-08,446,197.82478260869567,1.2210814510609171,18.835762331838566,11178.54
CUST_00073,484,33,7667.25,2,5,5,255,Cannot Lose Them,2022-03-21,2023-09-05,533,232.3409090909091,1.45927446954141,22.613977485928707,15762.46
CUST_00074,784,2,502.81,1,1,2,112,Hibernating,2022-07-12,2022-11-09,120,251.405,0.32854209445585214,6.0875,4591.28
CUST_00075,28,15,2873.7,5,4,4,544,Champions,2024-01-13,2024-12-04,326,191.57999999999998,0.892539356605065,16.805981595092025,9659.07
CUST_00076,88,4,989.29,4,2,3,423,Potential Loyalists,2024-03-03,2024-10-05,216,247.3225,0.5913757700205339,6.763888888888889,5018.59
CUST_00077,248,15,2619.13,3,4,4,344,Loyal Customers,2023-02-28,2024-04-28,425,174.60866666666666,1.163586584531143,12.891176470588235,6752.73
CUST_00078,202,27,5709.0,3,5,5,355,Loyal Customers,2023-02-26,2024-06-13,473,211.44444444444446,1.2950034223134839,20.84936575052854,13225.45
CUST_00079,366,10,1189.01,2,3,3,233,At Risk,2023-02-07,2024-01-01,328,118.901,0.8980150581793293,11.135670731707316,3972.13
CUST_00080,591,6,597.36,1,2,2,122,Hibernating,2022-07-21,2023-05-21,304,99.56,0.8323066392881588,7.208881578947368,2153.15
CUST_00081,66,3,303.34000000000003,4,1,1,411,New Customers,2024-01-11,2024-10-27,290,101.11333333333334,0.7939767282683093,3.778448275862069,1146.15
CUST_00082,339,26,5072.87,2,5,5,255,Cannot Lose Them,2022-10-12,2024-01-28,473,195.11038461538462,1.2950034223134839,20.077167019027485,11751.79
CUST_00083,313,11,1796.87,3,4,3,343,Loyal Customers,2023-03-01,2024-02-23,359,163.35181818181817,0.9828884325804244,11.19150417827298,5484.46
CUST_00084,595,3,156.16,1,1,1,111,Hibernating,2022-11-28,2023-05-17,170,52.053333333333335,0.4654346338124572,6.445588235294118,1006.54
CUST_00085,646,3,425.44,1,1,2,112,Hibernating,2022-07-14,2023-03-27,256,141.81333333333333,0.7008898015058179,4.2802734375,1821.0
CUST_00086,17,3,188.18,5,1,1,511,New Customers,2024-05-15,2024-12-15,214,62.72666666666667,0.5859000684462696,5.1203271028037385,963.54
CUST_00087,491,3,419.35,2,1,2,212,Hibernating,2023-03-20,2023-08-29,162,139.78333333333333,0.44353182751540043,6.763888888888888,2836.44
CUST_00088,158,10,843.3899999999999,4,3,2,432,Potential Loyalists,2023-02-04,2024-07-27,539,84.33899999999998,1.4757015742642026,6.776437847866419,1714.55
CUST_00089,473,12,1419.91,2,4,3,243,Loyal Customers,2022-07-25,2023-09-16,418,118.32583333333334,1.1444216290212184,10.485645933014354,3722.17
CUST_00090,405,4,666.86,2,2,2,222,Hibernating,2023-05-08,2023-11-23,199,166.715,0.5448323066392882,7.341708542713568,3671.92
CUST_00091,22,7,975.33,5,2,2,522,Potential Loyalists,2023-10-02,2024-12-10,435,139.33285714285714,1.1909650924024642,5.877586206896551,2456.82
CUST_00092,690,1,127.57,1,1,1,111,Hibernating,2023-02-11,2023-02-11,0,127.57,0.08213552361396304,12.175,4659.49
CUST_00093,692,16,3283.45,1,4,4,144,Cannot Lose Them,2022-06-08,2023-02-09,246,205.215625,0.6735112936344969,23.75609756097561,14625.37
CUST_00094,9,9,1124.33,5,3,3,533,Potential Loyalists,2024-03-10,2024-12-23,288,124.92555555555555,0.7885010266940452,11.4140625,4277.72
CUST_00095,645,8,1795.6299999999999,1,3,3,133,At Risk,2022-06-21,2023-03-28,280,224.45374999999999,0.7665982203969883,10.435714285714287,7027.01
CUST_00096,280,4,335.8,3,2,1,321,Need Attention,2023-08-06,2024-03-27,234,83.95,0.6406570841889117,6.2435897435897445,1572.45
CUST_00097,82,10,790.32,4,3,2,432,Potential Loyalists,2023-02-06,2024-10-11,613,79.03200000000001,1.678302532511978,5.958401305057096,1412.71
CUST_00098,480,18,3801.2799999999997,2,4,5,245,Cannot Lose Them,2022-10-20,2023-09-09,324,211.1822222222222,0.8870636550308009,20.291666666666664,12855.72
CUST_00099,289,1,40.2,3,1,1,311,Need Attention,2024-03-18,2024-03-18,0,40.2,0.08213552361396304,12.175,1468.31
CUST_00100,19,31,7267.650000000001,5,5,5,555,Champions,2023-06-09,2024-12-13,553,234.4403225806452,1.514031485284052,20.4751356238698,14400.59
CUST_00101,32,5,402.4,5,2,2,522,Potential Loyalists,2024-03-03,2024-11-30,272,80.47999999999999,0.7446954140999316,6.714154411764706,1621.07
CUST_00102,574,1,12.57,1,1,1,111,Hibernating,2023-06-07,2023-06-07,0,12.57,0.08213552361396304,12.175,459.12
CUST_00103,292,10,1999.65,3,3,4,334,Need Attention,2023-03-09,2024-03-15,372,199.965,1.0184804928131417,9.818548387096774,5890.1
CUST_00104,289,7,1435.29,3,2,3,323,Need Attention,2022-12-31,2024-03-18,443,205.04142857142855,1.212867898699521,5.771444695259594,3550.16
CUST_00105,364,9,979.01,2,3,2,232,At Risk,2022-06-21,2024-01-03,561,108.77888888888889,1.5359342915811087,5.8596256684491985,1912.21
CUST_00106,91,9,784.89,4,3,2,432,Potential Loyalists,2023-12-02,2024-10-02,305,87.21,0.8350444900752909,10.777868852459017,2819.81
CUST_00107,636,22,4892.17,1,5,5,155,Cannot Lose Them,2022-04-05,2023-04-06,366,222.37136363636364,1.002053388090349,21.954918032786885,14646.44
CUST_00108,250,5,939.8,3,2,2,322,Need Attention,2023-07-17,2024-04-26,284,187.95999999999998,0.7775496235455168,6.430457746478873,3626.01
CUST_00109,644,3,380.28,1,1,1,111,Hibernating,2022-11-09,2023-03-29,140,126.75999999999999,0.38329911019849416,7.826785714285714,2976.37
CUST_00110,402,16,3569.15,2,4,5,245,Cannot Lose Them,2022-06-08,2023-11-26,536,223.071875,1.4674880219028064,10.902985074626866,7296.45
CUST_00111,286,2,117.06,3,1,1,311,Need Attention,2023-11-18,2024-03-21,124,58.53,0.3394934976043806,5.891129032258064,1034.42
CUST_00112,888,1,139.18,1,1,1,111,Hibernating,2022-07-28,2022-07-28,0,139.18,0.08213552361396304,12.175,5083.55
CUST_00113,897,1,109.76,1,1,1,111,Hibernating,2022-07-19,2022-07-19,0,109.76,0.08213552361396304,12.175,4008.98
CUST_00114,531,1,51.66,1,1,1,111,Hibernating,2023-07-20,2023-07-20,0,51.66,0.08213552361396304,12.175,1886.88
CUST_00115,418,7,1200.09,2,2,3,223,Hibernating,2022-11-29,2023-11-10,346,171.44142857142856,0.947296372347707,7.389450867052023,3800.57
CUST_00116,393,2,50.8,2,1,1,211,Hibernating,2023-09-29,2023-12-05,67,25.4,0.1834360027378508,10.902985074626866,830.81
CUST_00117,438,6,626.71,2,2,2,222,Hibernating,2022-12-16,2023-10-21,309,104.45166666666667,0.8459958932238193,7.092233009708738,2222.39
CUST_00118,6,19,2987.52,5,5,4,554,Champions,2024-02-17,2024-12-26,313,157.2378947368421,0.8569472963723477,22.171725239616613,10458.71
CUST_00119,16,18,4324.14,5,4,5,545,Champions,2024-01-11,2024-12-16,340,240.23000000000002,0.9308692676249144,19.336764705882352,13935.81
CUST_00120,610,5,560.5500000000001,1,2,2,122,Hibernating,2022-09-04,2023-05-02,240,112.11000000000001,0.6570841889117043,7.609375,2559.26
CUST_00121,693,4,990.3900000000001,1,2,3,123,Hibernating,2022-07-10,2023-02-08,213,247.59750000000003,0.5831622176591376,6.859154929577465,5094.93
CUST_00122,493,7,1197.23,2,2,3,223,Hibernating,2022-08-15,2023-08-27,377,171.03285714285715,1.0321697467488022,6.78183023872679,3479.75
CUST_00123,560,11,2456.58,1,4,4,144,Cannot Lose Them,2022-05-23,2023-06-21,394,223.32545454545453,1.0787132101300478,10.197335025380712,6831.97
CUST_00124,38,5,236.14,5,2,1,521,Potential Loyalists,2024-02-16,2024-11-24,282,47.227999999999994,0.7720739219712526,6.476063829787234,917.55
CUST_00125,361,22,4550.51,2,5,5,255,Cannot Lose Them,2023-01-13,2024-01-06,358,206.84136363636364,0.9801505817932923,22.445530726256983,13927.99
CUST_00126,47,8,878.68,4,3,2,432,Potential Loyalists,2023-07-04,2024-11-15,500,109.835,1.3689253935660506,5.844,1925.63
CUST_00127,479,9,1824.0700000000002,2,3,4,234,Cannot Lose Them,2022-12-03,2023-09-10,281,202.67444444444448,0.7693360711841205,11.698398576512455,7112.9
CUST_00128,194,31,8204.44,3,5,5,355,Loyal Customers,2023-01-06,2024-06-21,532,264.6593548387097,1.4565366187542779,21.283364661654137,16898.52
CUST_00129,295,7,1226.35,3,2,3,323,Need Attention,2023-03-15,2024-03-12,363,175.19285714285712,0.9938398357289527,7.043388429752066,3701.85
CUST_00130,343,3,210.17,2,1,1,211,Hibernating,2023-05-25,2024-01-24,244,70.05666666666666,0.6680355920602327,4.490778688524591,943.83
CUST_00131,6,28,5376.53,5,5,5,555,Champions,2023-07-26,2024-12-26,519,192.01892857142857,1.4209445585215605,19.705202312138727,11351.32
CUST_00132,435,10,1649.78,2,3,3,233,At Risk,2022-12-30,2023-10-24,298,164.978,0.8158795345653662,12.256711409395972,6066.26
CUST_00133,755,17,4299.27,1,4,5,145,Cannot Lose Them,2022-04-12,2022-12-08,240,252.89823529411768,0.6570841889117043,25.871875000000003,19628.85
CUST_00134,194,2,279.32,3,1,1,311,Need Attention,2024-02-05,2024-06-21,137,139.66,0.3750855578370979,5.3321167883211675,2234.05
CUST_00135,160,2,356.15999999999997,4,1,1,411,New Customers,2024-03-22,2024-07-25,125,178.07999999999998,0.34223134839151265,5.844,3122.1
CUST_00136,70,6,575.8000000000001,4,2,2,422,Potential Loyalists,2024-01-04,2024-10-23,293,95.96666666666668,0.8021902806297057,7.479522184300341,2153.35
CUST_00137,149,11,2766.45,4,4,4,444,Champions,2023-07-27,2024-08-05,375,251.49545454545452,1.0266940451745379,10.714,8083.57
CUST_00138,261,2,507.84,3,1,2,312,Need Attention,2023-11-25,2024-04-15,142,253.92,0.3887748117727584,5.144366197183098,3918.77
CUST_00139,727,18,4208.44,1,4,5,145,Cannot Lose Them,2022-02-13,2023-01-05,326,233.8022222222222,0.892539356605065,20.16717791411043,14145.39
CUST_00140,404,10,1898.29,2,3,4,234,Cannot Lose Them,2022-09-25,2023-11-24,425,189.829,1.163586584531143,8.594117647058823,4894.24
CUST_00141,107,12,2244.17,4,4,4,444,Champions,2023-08-24,2024-09-16,389,187.01416666666668,1.0650239561943875,11.267352185089972,6321.46
CUST_00142,653,6,1647.61,1,2,3,123,Hibernating,2022-05-09,2023-03-20,315,274.60166666666663,0.8624229979466119,6.957142857142857,5731.33
CUST_00143,130,15,1206.8,4,4,3,443,Loyal Customers,2022-10-30,2024-08-24,664,80.45333333333333,1.8179329226557153,8.25112951807229,1991.49
CUST_00144,229,30,5975.22,3,5,5,355,Loyal Customers,2022-11-01,2024-05-17,563,199.174,1.541409993155373,19.462699822380106,11629.39
CUST_00145,352,16,2066.59,2,4,4,244,Cannot Lose Them,2022-05-15,2024-01-15,610,129.161875,1.6700889801505818,9.580327868852459,3712.24
CUST_00146,5,23,6030.77,5,5,5,555,Champions,2023-08-17,2024-12-27,498,262.2073913043478,1.3634496919917864,16.86897590361446,13269.51
CUST_00147,158,29,5262.06,4,5,5,455,Champions,2023-04-10,2024-07-27,474,181.4503448275862,1.297741273100616,22.346518987341774,12164.35
CUST_00148,167,4,903.36,4,2,2,422,Potential Loyalists,2023-12-18,2024-07-18,213,225.84,0.5831622176591376,6.859154929577465,4647.21
CUST_00149,202,3,148.87,3,1,1,311,Need Attention,2023-11-10,2024-06-13,216,49.623333333333335,0.5913757700205339,5.072916666666667,755.21
CUST_00150,689,5,578.14,1,2,2,122,Hibernating,2022-07-08,2023-02-12,219,115.628,0.5995893223819302,8.33904109589041,2892.68
CUST_00151,607,2,377.96000000000004,1,1,1,111,Hibernating,2022-11-29,2023-05-05,157,188.98000000000002,0.42984257357973993,4.6528662420382165,2637.9
CUST_00152,513,2,29.12,2,1,1,211,Hibernating,2023-03-08,2023-08-07,152,14.56,0.4161533196440794,4.805921052631579,209.92
CUST_00153,27,4,928.91,5,2,2,522,Potential Loyalists,2024-04-21,2024-12-05,228,232.2275,0.6242299794661191,6.407894736842105,4464.27
CUST_00154,713,19,4549.9,1,5,5,155,Cannot Lose Them,2022-01-31,2023-01-19,353,239.46842105263156,0.9664613278576317,19.659348441926348,14123.38
CUST_00155,451,14,2176.2,2,4,4,244,Cannot Lose Them,2022-05-01,2023-10-08,525,155.44285714285712,1.4373716632443532,9.74,4542.04
CUST_00156,47,18,2557.68,4,4,4,444,Champions,2023-12-25,2024-11-15,326,142.09333333333333,0.892539356605065,20.16717791411043,8596.86
CUST_00157,10,8,669.3199999999999,5,3,2,532,Potential Loyalists,2023-07-27,2024-12-22,514,83.66499999999999,1.4072553045859,5.684824902723736,1426.86
CUST_00158,209,11,1939.5,3,4,4,344,Loyal Customers,2023-05-09,2024-06-06,394,176.3181818181818,1.0787132101300478,10.197335025380712,5393.93
CUST_00159,618,9,2589.37,1,3,4,134,Cannot Lose Them,2022-06-27,2023-04-24,301,287.7077777777778,0.8240930869267625,10.92109634551495,9426.25
CUST_00160,399,1,13.2,2,1,1,211,Hibernating,2023-11-29,2023-11-29,0,13.2,0.08213552361396304,12.175,482.13
CUST_00161,287,1,150.41,3,1,1,311,Need Attention,2024-03-20,2024-03-20,0,150.41,0.08213552361396304,12.175,5493.73
CUST_00162,172,2,199.81,4,1,1,411,New Customers,2024-02-20,2024-07-13,144,99.905,0.3942505133470226,5.072916666666666,1520.43
CUST_00163,69,6,753.3,4,2,2,422,Potential Loyalists,2024-01-26,2024-10-24,272,125.55,0.7446954140999316,8.056985294117647,3034.66
CUST_00164,141,8,639.64,4,3,2,432,Potential Loyalists,2023-05-20,2024-08-13,451,79.955,1.2347707049965777,6.478935698447893,1554.07
CUST_00165,67,8,1144.19,4,3,3,433,Potential Loyalists,2024-01-31,2024-10-26,269,143.02375,0.7364818617385352,10.862453531598513,4660.77
CUST_00166,14,5,561.22,5,2,2,522,Potential Loyalists,2024-01-30,2024-12-18,323,112.244,0.8843258042436687,5.654024767801857,1903.89
CUST_00167,134,5,452.07,4,2,2,422,Potential Loyalists,2023-11-11,2024-08-20,283,90.414,0.7748117727583846,6.453180212014135,1750.37
CUST_00168,29,17,4062.73,5,4,5,545,Champions,2024-02-04,2024-12-03,303,238.98411764705884,0.8295687885010267,20.492574257425744,14692.2
CUST_00169,69,7,653.59,4,2,2,422,Potential Loyalists,2023-09-19,2024-10-24,401,93.37,1.0978781656399725,6.3759351620947635,1785.96
CUST_00170,796,17,2721.2200000000003,1,4,4,144,Cannot Lose Them,2022-01-22,2022-10-28,279,160.07176470588237,0.7638603696098563,22.25537634408602,10687.37
CUST_00171,190,5,953.7099999999999,3,2,2,322,Need Attention,2023-10-01,2024-06-25,268,190.742,0.7337440109514032,6.814365671641791,3899.36
CUST_00172,7,11,2477.46,5,4,4,544,Champions,2023-12-11,2024-12-25,380,225.22363636363636,1.0403832991101984,10.573026315789475,7143.89
CUST_00173,32,8,1370.69,5,3,3,533,Potential Loyalists,2024-02-24,2024-11-30,280,171.33625,0.7665982203969883,10.435714285714287,5364.05
CUST_00174,439,8,831.13,2,3,2,232,At Risk,2022-10-15,2023-10-20,370,103.89125,1.0130047912388775,7.897297297297297,2461.38
CUST_00175,433,12,1732.07,2,4,3,243,Loyal Customers,2022-08-08,2023-10-26,444,144.33916666666667,1.215605749486653,9.871621621621621,4274.58
CUST_00176,4,23,5073.3,5,5,5,555,Champions,2023-12-01,2024-12-28,393,220.5782608695652,1.0759753593429158,21.375954198473284,14145.21
CUST_00177,19,8,1043.7,5,3,3,533,Potential Loyalists,2023-10-04,2024-12-13,436,130.4625,1.1937029431895962,6.70183486238532,2623.01
CUST_00178,19,20,3647.7999999999997,5,5,5,555,Champions,2024-01-03,2024-12-13,345,182.39,0.944558521560575,21.17391304347826,11585.73
CUST_00179,174,3,529.43,4,1,2,412,New Customers,2023-12-02,2024-07-11,222,176.47666666666666,0.6078028747433265,4.9358108108108105,2613.17
CUST_00180,187,28,5967.82,3,5,5,355,Loyal Customers,2023-02-22,2024-06-28,492,213.13642857142855,1.3470225872689938,20.786585365853657,13291.14
CUST_00181,37,16,2832.38,5,4,4,544,Champions,2023-03-08,2024-11-25,628,177.02375,1.7193702943189597,9.305732484076433,4942.01
CUST_00182,617,2,79.75,1,1,1,111,Hibernating,2023-02-02,2023-04-25,82,39.875,0.2245037645448323,8.908536585365853,1065.68
CUST_00183,265,8,1346.06,3,3,3,333,Need Attention,2023-01-25,2024-04-11,442,168.2575,1.2101300479123889,6.610859728506787,3336.98
CUST_00184,417,19,4027.21,2,5,5,255,Cannot Lose Them,2022-10-21,2023-11-11,386,211.9584210526316,1.056810403832991,17.97862694300518,11432.16
