transaction_id,customer_id,transaction_date,category,amount
TXN_016671,CUST_01490,25-03-2023,Sports,412.41
TXN_018177,CUST_01620,27-05-2023,Electronics,217.15
TXN_032147,CUST_02881,23-08-2022,Home & Garden,66.6
TXN_044581,CUST_03991,18-05-2024,Books,52.84
TXN_057179,CUST_05068,14-08-2023,Clothing,112.61
TXN_022087,CUST_01987,28-08-2023,Clothing,121.47
TXN_008756,CUST_00774,01-07-2022,Sports,48.54
TXN_008481,CUST_00747,24-06-2024,Clothing,234.02
TXN_056508,CUST_05001,02-04-2022,Home & Garden,124.12
TXN_058846,CUST_05219,03-10-2023,Sports,119.69
TXN_048638,CUST_04319,07-04-2024,Sports,265.7
TXN_029610,CUST_02646,16-11-2024,Clothing,69.8
TXN_019246,CUST_01722,19-08-2023,Clothing,307.77
TXN_009898,CUST_00881,31-05-2023,Electronics,122.98
TXN_027557,CUST_02473,02-03-2024,Home & Garden,166.05
TXN_023181,CUST_02088,13-02-2022,Books,31.79
TXN_038694,CUST_03458,18-11-2023,Clothing,73.92
TXN_061426,CUST_05461,08-07-2023,Sports,231.7
TXN_013631,CUST_01207,22-09-2022,Sports,102.73
TXN_060873,CUST_05408,13-06-2024,Electronics,381.32
TXN_043467,CUST_03914,18-06-2023,Sports,383.88
TXN_057478,CUST_05090,09-10-2023,Electronics,196.39
TXN_030444,CUST_02724,01-12-2023,Home & Garden,543.44
TXN_057208,CUST_05070,30-05-2023,Electronics,576.33
TXN_057132,CUST_05066,11-01-2023,Electronics,236.32
TXN_053862,CUST_04767,23-07-2024,Books,34.11
TXN_004658,CUST_00407,03-02-2023,Electronics,1185.8
TXN_051262,CUST_04560,31-03-2024,Books,42.15
TXN_010478,CUST_00933,24-02-2024,Sports,256.46
TXN_052942,CUST_04690,24-08-2024,Electronics,661.8
TXN_051425,CUST_04567,12-06-2023,Home & Garden,570.29
TXN_017597,CUST_01564,26-11-2022,Books,60.69
TXN_027118,CUST_02434,29-04-2024,Electronics,203.05
TXN_017713,CUST_01577,14-11-2024,Books,41.32
TXN_058285,CUST_05160,19-10-2022,Clothing,348.56
TXN_047696,CUST_04245,09-11-2023,Home & Garden,471.97
TXN_034183,CUST_03069,08-12-2024,Home & Garden,134.47
TXN_043699,CUST_03930,05-06-2023,Books,48.29
TXN_002009,CUST_00186,19-01-2023,Sports,73.7
TXN_032404,CUST_02905,19-05-2022,Home & Garden,302.08
TXN_020007,CUST_01782,06-04-2024,Books,25.81
TXN_032624,CUST_02928,26-01-2023,Books,30.36
TXN_034782,CUST_03118,30-01-2023,Clothing,172.25
TXN_028658,CUST_02563,06-02-2024,Home & Garden,21.16
TXN_001163,CUST_00118,08-08-2023,Books,98.24
TXN_034328,CUST_03084,08-12-2022,Sports,227.14
TXN_007762,CUST_00681,04-08-2023,Sports,174.16
TXN_027020,CUST_02425,12-08-2023,Clothing,113.33
TXN_056188,CUST_04975,23-11-2023,Clothing,242.45
TXN_052884,CUST_04687,11-06-2023,Clothing,110.42
TXN_047848,CUST_04261,05-08-2022,Sports,345.59
TXN_062307,CUST_05535,31-10-2023,Clothing,68
TXN_046103,CUST_04110,28-04-2024,Clothing,39
TXN_034135,CUST_03065,28-11-2022,Clothing,59.82
TXN_048504,CUST_04306,14-11-2022,Books,77.1
TXN_032342,CUST_02898,16-12-2022,Electronics,748
TXN_037236,CUST_03343,04-10-2022,Home & Garden,49.16
TXN_000281,CUST_00040,31-01-2023,Clothing,113.53
TXN_056981,CUST_05053,08-04-2024,Clothing,232.15
TXN_044237,CUST_03964,24-07-2023,Electronics,172.21
TXN_051080,CUST_04545,30-05-2024,Clothing,43.69
TXN_053482,CUST_04742,05-02-2024,Electronics,594.49
TXN_056935,CUST_05046,14-05-2023,Electronics,224.28
TXN_009315,CUST_00830,25-08-2024,Clothing,108.25
TXN_028190,CUST_02528,29-11-2022,Books,119.66
TXN_059804,CUST_05303,22-08-2023,Sports,175.84
TXN_066895,CUST_05936,01-06-2024,Electronics,188.04
TXN_059207,CUST_05254,27-05-2024,Books,59.05
TXN_027309,CUST_02447,01-06-2024,Clothing,72.71
TXN_006637,CUST_00590,29-06-2022,Home & Garden,653.59
TXN_054680,CUST_04842,18-11-2023,Books,15.67
TXN_067696,CUST_05998,31-01-2024,Clothing,121.66
TXN_039263,CUST_03509,02-10-2023,Books,18.7
TXN_041059,CUST_03674,23-04-2024,Clothing,111.97
TXN_034127,CUST_03063,23-11-2024,Sports,89.8
TXN_056603,CUST_05007,20-02-2024,Home & Garden,49.8
TXN_034296,CUST_03081,03-08-2024,Clothing,175.84
TXN_014344,CUST_01271,07-04-2024,Clothing,96.86
TXN_062026,CUST_05511,24-07-2024,Sports,56.77
TXN_026352,CUST_02359,13-12-2022,Books,101.04
TXN_053406,CUST_04738,29-01-2024,Books,55.94
TXN_010679,CUST_00949,23-11-2024,Sports,244.11
TXN_004140,CUST_00360,17-09-2022,Electronics,167.94
TXN_049763,CUST_04424,18-10-2023,Electronics,405.1
TXN_001686,CUST_00156,07-01-2023,Electronics,190.75
TXN_026534,CUST_02379,25-09-2024,Sports,193.46
TXN_024204,CUST_02188,17-02-2024,Clothing,128.55
TXN_064749,CUST_05733,07-08-2023,Sports,146.29
TXN_030543,CUST_02733,18-06-2023,Home & Garden,597.63
TXN_043852,CUST_03941,19-11-2022,Electronics,765.51
TXN_013610,CUST_01206,11-08-2023,Electronics,701.23
TXN_056026,CUST_04962,23-08-2023,Clothing,259.86
TXN_047910,CUST_04264,01-10-2022,Home & Garden,164.45
TXN_054284,CUST_04802,27-02-2024,Home & Garden,150.29
TXN_060475,CUST_05367,27-09-2024,Books,15.97
TXN_022643,CUST_02040,11-11-2022,Books,24.74
TXN_002339,CUST_00209,29-06-2024,Clothing,231.2
TXN_054836,CUST_04857,11-03-2024,Electronics,232.23
TXN_018710,CUST_01670,08-12-2022,Sports,188.94
TXN_037508,CUST_03363,11-12-2024,Sports,48.68
TXN_064646,CUST_05729,12-08-2022,Sports,55.11
TXN_046596,CUST_04152,18-03-2022,Home & Garden,77.54
TXN_026320,CUST_02358,28-07-2023,Clothing,120.5
TXN_021420,CUST_01929,20-07-2023,Clothing,88.51
TXN_035218,CUST_03147,11-04-2024,Clothing,197.1
TXN_064827,CUST_05744,02-12-2022,Books,53.94
TXN_026406,CUST_02364,01-01-2023,Books,28.84
TXN_021632,CUST_01949,20-11-2024,Home & Garden,139.66
TXN_012533,CUST_01111,09-07-2023,Clothing,77.53
TXN_019262,CUST_01723,26-07-2024,Clothing,174.47
TXN_007614,CUST_00670,18-10-2023,Books,20.39
TXN_020625,CUST_01852,10-12-2022,Home & Garden,42.75
TXN_019684,CUST_01756,27-10-2022,Home & Garden,470.36
TXN_052615,CUST_04670,22-02-2024,Home & Garden,213.72
TXN_038183,CUST_03412,29-01-2023,Books,14
TXN_042989,CUST_03876,12-12-2023,Home & Garden,96.56
TXN_026678,CUST_02391,02-04-2023,Electronics,230.05
TXN_026110,CUST_02345,15-11-2023,Clothing,123.64
TXN_044975,CUST_04019,30-11-2023,Sports,208.92
TXN_066337,CUST_05881,03-02-2023,Home & Garden,57.64
TXN_019967,CUST_01778,18-01-2023,Sports,207.25
TXN_016301,CUST_01460,05-06-2023,Sports,116.24
TXN_006498,CUST_00578,27-12-2023,Home & Garden,109.8
TXN_039249,CUST_03507,16-01-2024,Electronics,455.02
TXN_007030,CUST_00621,25-03-2024,Electronics,1106.57
TXN_057310,CUST_05077,29-08-2024,Clothing,236.32
TXN_037800,CUST_03382,06-08-2023,Sports,161.12
TXN_059120,CUST_05248,26-06-2024,Electronics,454.64
TXN_037759,CUST_03379,03-01-2024,Clothing,196.09
TXN_002542,CUST_00225,06-01-2024,Home & Garden,229.96
TXN_025642,CUST_02303,13-06-2023,Books,50.93
TXN_042436,CUST_03811,17-07-2023,Sports,52.86
TXN_001381,CUST_00131,11-02-2023,Books,35.43
TXN_061537,CUST_05471,18-08-2023,Books,48.16
TXN_034072,CUST_03055,30-01-2023,Sports,159.16
TXN_022347,CUST_02017,27-08-2022,Clothing,82.89
TXN_066728,CUST_05922,19-08-2024,Sports,169.75
TXN_040328,CUST_03604,25-12-2023,Home & Garden,39.2
TXN_034200,CUST_03071,08-06-2023,Home & Garden,93.46
TXN_052374,CUST_04647,22-03-2022,Electronics,867.44
TXN_042389,CUST_03802,11-05-2024,Home & Garden,366.94
TXN_024382,CUST_02206,10-01-2024,Clothing,146.47
TXN_005467,CUST_00482,04-09-2023,Books,83.3
TXN_036999,CUST_03315,06-09-2023,Electronics,187.21
TXN_010133,CUST_00904,08-03-2024,Home & Garden,20.97
TXN_060851,CUST_05406,01-06-2024,Electronics,152.87
TXN_030928,CUST_02762,26-09-2024,Books,19.23
TXN_026706,CUST_02396,29-05-2023,Books,77.58
TXN_049214,CUST_04380,14-04-2023,Electronics,326.41
TXN_017587,CUST_01563,14-05-2023,Clothing,104.38
TXN_036981,CUST_03313,29-02-2024,Clothing,220.03
TXN_053887,CUST_04769,28-02-2023,Books,16.25
TXN_029388,CUST_02625,05-04-2024,Clothing,158.62
TXN_032821,CUST_02946,06-09-2024,Electronics,704.43
TXN_009754,CUST_00868,14-03-2024,Electronics,331.19
TXN_000432,CUST_00049,31-07-2023,Books,31.96
TXN_061155,CUST_05432,08-08-2023,Books,74.78
TXN_010100,CUST_00902,20-01-2023,Electronics,390.63
TXN_015120,CUST_01343,14-01-2024,Electronics,578.05
TXN_006426,CUST_00572,02-05-2024,Home & Garden,268.7
TXN_000213,CUST_00030,05-11-2022,Electronics,528.5
TXN_008305,CUST_00732,08-10-2022,Books,97.77
TXN_035637,CUST_03186,29-10-2023,Clothing,274.78
TXN_024657,CUST_02227,07-07-2023,Electronics,343.11
TXN_055607,CUST_04923,24-08-2024,Books,13.46
TXN_006905,CUST_00610,01-06-2022,Home & Garden,465.4
TXN_001806,CUST_00170,10-07-2023,Electronics,870.55
TXN_033931,CUST_03041,26-06-2023,Clothing,40.53
TXN_051637,CUST_04585,22-08-2022,Electronics,215.38
TXN_046643,CUST_04156,16-12-2024,Books,98.82
TXN_030080,CUST_02689,08-05-2023,Sports,80.04
TXN_067620,CUST_05993,02-04-2024,Books,77.97
TXN_006690,CUST_00594,13-01-2024,Electronics,495.98
TXN_006351,CUST_00562,03-04-2024,Home & Garden,132.11
TXN_015744,CUST_01403,23-12-2022,Sports,195.32
TXN_056920,CUST_05046,13-09-2022,Electronics,278.19
TXN_019236,CUST_01722,03-03-2023,Home & Garden,344.13
TXN_067527,CUST_05987,12-10-2022,Electronics,751.6
TXN_028132,CUST_02522,07-07-2023,Home & Garden,159.42
TXN_030056,CUST_02688,15-07-2024,Home & Garden,161.81
TXN_029945,CUST_02675,04-11-2022,Electronics,387.48
TXN_013978,CUST_01237,02-10-2023,Electronics,428.31
TXN_047891,CUST_04262,25-03-2024,Electronics,572.46
TXN_038834,CUST_03472,17-04-2023,Home & Garden,364.35
TXN_013447,CUST_01192,26-11-2023,Electronics,334.04
TXN_057791,CUST_05120,28-10-2023,Home & Garden,379.3
TXN_055206,CUST_04885,04-07-2023,Sports,234.9
TXN_067091,CUST_05951,03-01-2024,Home & Garden,199.79
TXN_058940,CUST_05231,23-08-2023,Books,41.36
TXN_043475,CUST_03914,19-11-2023,Home & Garden,42.61
TXN_011360,CUST_01000,20-09-2024,Sports,136.74
TXN_019295,CUST_01728,03-07-2022,Books,62.35
TXN_014555,CUST_01287,17-05-2024,Electronics,438
TXN_046726,CUST_04163,05-10-2022,Clothing,77.4
TXN_067498,CUST_05986,17-04-2023,Clothing,77.35
TXN_014175,CUST_01253,16-04-2023,Books,22.08
TXN_058172,CUST_05148,09-06-2023,Clothing,66.53
TXN_051473,CUST_04570,24-05-2023,Electronics,459.82
TXN_015552,CUST_01385,29-06-2023,Electronics,446.77
TXN_027740,CUST_02490,02-09-2022,Clothing,66.38
TXN_029194,CUST_02608,21-11-2022,Books,59.26
TXN_038584,CUST_03449,24-07-2023,Clothing,107.1
TXN_007542,CUST_00665,03-09-2023,Home & Garden,21.98
TXN_010714,CUST_00951,23-11-2022,Electronics,572.1
TXN_020945,CUST_01882,02-11-2022,Electronics,34.4
TXN_038609,CUST_03452,09-10-2024,Books,29.73
TXN_058710,CUST_05203,10-03-2024,Electronics,292.13
TXN_033565,CUST_03014,17-07-2024,Sports,124.84
TXN_056997,CUST_05055,09-05-2023,Books,70.43
TXN_058966,CUST_05233,18-04-2023,Books,47.12
TXN_040788,CUST_03650,03-09-2023,Clothing,78.33
TXN_027081,CUST_02434,23-08-2022,Home & Garden,368.35
TXN_058699,CUST_05203,22-12-2022,Electronics,632.63
TXN_066640,CUST_05912,15-03-2024,Clothing,124.82
TXN_042740,CUST_03847,27-06-2023,Electronics,213.58
TXN_043537,CUST_03917,22-07-2023,Electronics,135.32
TXN_065050,CUST_05764,28-12-2022,Clothing,386.97
TXN_005993,CUST_00524,21-07-2024,Sports,99.27
TXN_024677,CUST_02230,17-10-2022,Home & Garden,92.67
TXN_048404,CUST_04296,15-05-2024,Electronics,496.33
TXN_053996,CUST_04781,21-08-2023,Clothing,185.94
TXN_017181,CUST_01534,31-12-2023,Books,100.53
TXN_033859,CUST_03035,26-08-2023,Home & Garden,497.01
TXN_041940,CUST_03763,23-08-2023,Home & Garden,208.35
TXN_009545,CUST_00846,19-03-2024,Clothing,288.4
TXN_060655,CUST_05385,03-06-2024,Electronics,301.59
TXN_057418,CUST_05085,07-02-2024,Electronics,556.5
TXN_010064,CUST_00899,01-11-2024,Home & Garden,117.07
TXN_063514,CUST_05636,11-05-2024,Books,112.79
TXN_059946,CUST_05315,09-08-2023,Electronics,766.41
TXN_003309,CUST_00293,30-01-2023,Sports,80.74
TXN_002528,CUST_00223,08-11-2022,Books,17.91
TXN_035995,CUST_03213,12-11-2022,Books,59.27
TXN_033516,CUST_03009,27-02-2023,Sports,280.39
TXN_009083,CUST_00804,23-07-2022,Clothing,169.36
TXN_006499,CUST_00578,14-02-2024,Electronics,67.79
TXN_003426,CUST_00300,26-04-2023,Sports,239.89
TXN_056521,CUST_05001,08-09-2023,Sports,64.41
TXN_028504,CUST_02549,12-01-2024,Clothing,209.37
TXN_048284,CUST_04290,15-05-2023,Electronics,370.81
TXN_010407,CUST_00929,17-03-2023,Home & Garden,438.85
TXN_000626,CUST_00066,06-12-2023,Clothing,85.21
TXN_004362,CUST_00382,20-07-2023,Home & Garden,213.27
TXN_007616,CUST_00670,15-11-2023,Home & Garden,260.19
TXN_046397,CUST_04136,24-04-2023,Sports,132.41
TXN_054724,CUST_04845,21-05-2023,Sports,469.39
TXN_067485,CUST_05985,23-05-2024,Electronics,669.08
TXN_018763,CUST_01679,30-08-2023,Clothing,90.18
TXN_004035,CUST_00354,01-03-2023,Sports,378.07
TXN_066166,CUST_05865,02-05-2024,Books,56.02
TXN_054231,CUST_04800,22-05-2022,Electronics,1222.34
TXN_035212,CUST_03147,25-11-2023,Electronics,1214.55
TXN_051717,CUST_04594,31-07-2022,Clothing,50.42
TXN_034840,CUST_03121,28-01-2023,Sports,381.48
TXN_011833,CUST_01042,25-10-2022,Clothing,140.78
TXN_044018,CUST_03952,06-06-2023,Electronics,665.44
TXN_047679,CUST_04245,10-03-2023,Home & Garden,82.86
TXN_019171,CUST_01717,07-10-2022,Home & Garden,199.98
TXN_013125,CUST_01160,03-01-2023,Home & Garden,346.85
TXN_010563,CUST_00941,29-01-2023,Sports,39.01
TXN_025202,CUST_02268,20-01-2024,Clothing,165.25
TXN_049858,CUST_04434,17-10-2022,Clothing,178.79
TXN_029983,CUST_02680,25-05-2022,Sports,172.87
TXN_000690,CUST_00072,05-09-2023,Sports,339.94
TXN_006794,CUST_00602,11-07-2023,Home & Garden,236.41
TXN_048011,CUST_04271,03-09-2022,Books,60.54
TXN_065672,CUST_05815,01-09-2024,Books,62.65
TXN_030613,CUST_02740,09-08-2024,Books,29.82
TXN_003508,CUST_00310,19-09-2022,Books,53.52
TXN_034476,CUST_03097,11-09-2023,Home & Garden,62.42
TXN_016085,CUST_01434,02-11-2023,Clothing,41.9
TXN_029627,CUST_02650,31-01-2023,Clothing,84.38
TXN_044605,CUST_03994,29-03-2023,Home & Garden,378.53
TXN_023823,CUST_02140,13-08-2024,Books,30.2
TXN_024207,CUST_02188,06-07-2024,Clothing,162.13
TXN_052440,CUST_04652,16-01-2023,Clothing,57.19
TXN_049488,CUST_04400,27-08-2023,Sports,91.52
TXN_063711,CUST_05658,07-06-2023,Clothing,242.49
TXN_065284,CUST_05779,28-12-2023,Home & Garden,322.89
TXN_018474,CUST_01641,13-08-2023,Clothing,99.33
TXN_060641,CUST_05383,09-09-2023,Electronics,116.12
TXN_042630,CUST_03839,24-02-2023,Sports,334.64
TXN_020781,CUST_01867,16-02-2024,Clothing,162.2
TXN_028845,CUST_02580,05-12-2022,Electronics,376.64
TXN_012935,CUST_01145,29-02-2024,Sports,39.9
TXN_067092,CUST_05951,10-01-2024,Electronics,261.01
TXN_061519,CUST_05470,19-01-2023,Clothing,58.89
TXN_046742,CUST_04165,01-11-2023,Electronics,533.67
TXN_065250,CUST_05777,30-11-2022,Clothing,268.87
TXN_041640,CUST_03724,26-02-2024,Electronics,277.42
TXN_026487,CUST_02374,05-12-2023,Electronics,518.06
TXN_034936,CUST_03125,31-08-2023,Sports,195.35
TXN_007603,CUST_00669,12-12-2022,Clothing,103.2
TXN_059909,CUST_05314,22-12-2022,Home & Garden,649.49
TXN_029569,CUST_02643,01-06-2023,Sports,187.49
TXN_034915,CUST_03124,13-11-2022,Home & Garden,269.8
TXN_024610,CUST_02222,20-04-2024,Books,19.31
TXN_010832,CUST_00956,13-07-2022,Books,58.39
TXN_061614,CUST_05480,06-06-2024,Home & Garden,40.09
TXN_041422,CUST_03715,17-09-2024,Books,35.09
TXN_005829,CUST_00513,27-10-2024,Electronics,238.26
TXN_005863,CUST_00516,16-10-2022,Electronics,184.88
TXN_034997,CUST_03128,03-05-2023,Clothing,218.04
TXN_063447,CUST_05631,24-01-2023,Sports,324.02
TXN_037746,CUST_03378,26-09-2024,Clothing,138.96
TXN_012348,CUST_01093,21-01-2024,Clothing,63.13
TXN_000274,CUST_00039,10-02-2024,Books,10.12
TXN_016484,CUST_01476,03-10-2023,Books,23.98
TXN_016932,CUST_01514,29-05-2023,Sports,76.63
TXN_036014,CUST_03214,22-04-2023,Electronics,302.61
TXN_023788,CUST_02136,14-12-2024,Clothing,206.13
TXN_003172,CUST_00275,14-02-2024,Home & Garden,299.22
TXN_023812,CUST_02140,02-03-2024,Books,104.43
TXN_047258,CUST_04214,14-12-2023,Sports,173.26
TXN_004872,CUST_00426,09-11-2022,Home & Garden,258.45
TXN_057992,CUST_05136,18-10-2022,Sports,96.73
TXN_046966,CUST_04185,30-01-2024,Sports,329.3
TXN_006431,CUST_00573,05-10-2022,Books,14.4
TXN_032811,CUST_02946,22-02-2024,Electronics,504.95
TXN_033660,CUST_03022,12-03-2024,Books,49.91
TXN_021862,CUST_01967,09-12-2024,Sports,140.95
TXN_038940,CUST_03480,03-02-2024,Home & Garden,377.58
TXN_057646,CUST_05112,22-03-2024,Books,57.48
TXN_032279,CUST_02892,05-07-2022,Sports,97.17
TXN_019340,CUST_01730,23-10-2023,Electronics,111.97
TXN_035837,CUST_03201,27-10-2023,Clothing,41.45
TXN_052980,CUST_04695,11-04-2024,Books,22.65
TXN_058102,CUST_05142,26-12-2022,Sports,79.59
TXN_033722,CUST_03028,26-12-2024,Electronics,717.49
TXN_027971,CUST_02503,21-07-2024,Home & Garden,370.59
TXN_042787,CUST_03853,28-04-2024,Clothing,193.94
TXN_007593,CUST_00667,16-06-2024,Clothing,144.38
TXN_002060,CUST_00190,20-10-2023,Books,20.46
TXN_048853,CUST_04350,10-10-2023,Electronics,223.35
TXN_049578,CUST_04412,11-02-2024,Electronics,435.72
TXN_032068,CUST_02868,16-01-2023,Home & Garden,110.21
TXN_067373,CUST_05977,31-05-2024,Sports,92.49
TXN_059167,CUST_05252,30-05-2023,Electronics,43.51
TXN_010675,CUST_00949,29-09-2024,Sports,328.61
TXN_015014,CUST_01332,04-10-2022,Home & Garden,208.72
TXN_053220,CUST_04717,06-06-2023,Clothing,114.63
TXN_037268,CUST_03345,09-08-2023,Electronics,480.75
TXN_000125,CUST_00020,04-05-2023,Electronics,423.14
TXN_058260,CUST_05156,01-01-2024,Books,46.99
TXN_029643,CUST_02653,16-04-2022,Sports,77.79
TXN_043628,CUST_03923,15-08-2023,Electronics,844.13
TXN_036046,CUST_03217,07-12-2023,Sports,140.12
TXN_002437,CUST_00214,17-01-2023,Home & Garden,606.34
TXN_061031,CUST_05425,03-05-2024,Books,64.85
TXN_003027,CUST_00266,07-10-2023,Electronics,1110.96
